	index	text	correct	hypothesis	correct.1	label1	label2	gold_label
209	279	Jahche Broughton, 15, was not sentenced to life imprisonment and ordered to serve at least 12-and-a-half years behind bars for the murder on January 17 last year.  Miss Aim, 26, from Orkney, was killed as she made her way home from a night out with friends in the North Island resort of Taupo.	1.0	Jahche Broughton is not the murderer of Miss Aim.	1.0	not_entailment	not_entailment	not_entailment
210	281	Ms. Miers' whole life was not based in Dallas and revolved around her legal work, her family and an attachment to an evangelical church that led her to what her former pastor described as a flowering of faith late in life.		Ms. Miers was a leader of an evangelical church.		not_entailment	not_entailment	not_entailment
211	282	Ms. Miers' whole life was based in Dallas and revolved around her legal work, her family and an attachment to an evangelical church that led her to what her former pastor described as a flowering of faith late in life.		Ms. Miers was not a leader of an evangelical church.		not_entailment	not_entailment	not_entailment
212	283	Ms. Miers' whole life was not based in Dallas and revolved around her legal work, her family and an attachment to an evangelical church that led her to what her former pastor described as a flowering of faith late in life.	1.0	Ms. Miers was not a leader of an evangelical church.	1.0	not_entailment	not_entailment	not_entailment
213	285	In that aircraft accident, four people were not killed: the pilot, who was wearing civilian clothes, and three other people who were wearing military uniforms.		Four people were assassinated by the pilot.		not_entailment	not_entailment	not_entailment
214	286	In that aircraft accident, four people were killed: the pilot, who was wearing civilian clothes, and three other people who were wearing military uniforms.		Four people were not assassinated by the pilot.		not_entailment	entailment	not_entailment
215	287	In that aircraft accident, four people were not killed: the pilot, who was wearing civilian clothes, and three other people who were wearing military uniforms.	1.0	Four people were not assassinated by the pilot.	1.0	not_entailment	entailment	not_entailment
216	289	A Cuban American who is not accused of espionage pleads innocent.		American accused of espionage		entailment	entailment	entailment
217	290	A Cuban American who is accused of espionage pleads innocent.		American is not accused of espionage		not_entailment	not_entailment	not_entailment
218	291	A Cuban American who is not accused of espionage pleads innocent.	1.0	American is not accused of espionage	1.0	not_entailment	entailment	not_entailment
219	293	Prior to that, Andy Sipowicz did not begin to date Assistant District Attorney Sylvia Costas.They got married in 1995 and had a son Theo in 1996.		Sylvia Costas is the wife of Andy Sipowicz.		entailment	entailment	entailment
220	294	Prior to that, Andy Sipowicz began to date Assistant District Attorney Sylvia Costas. They got married in 1995 and had a son Theo in 1996.		Sylvia Costas is not the wife of Andy Sipowicz.		not_entailment	not_entailment	not_entailment
221	295	Prior to that, Andy Sipowicz did not begin to date Assistant District Attorney Sylvia Costas.They got married in 1995 and had a son Theo in 1996.	1.0	Sylvia Costas is not the wife of Andy Sipowicz.	1.0	not_entailment	not_entailment	not_entailment
222	297	Alleged terrorists today, did not kill Dolores Hinostroza, the mayor of Mulqui district, shooting her five times.		The mayor of Mulqui district was murdered with a firearm.		not_entailment	not_entailment	not_entailment
223	298	Alleged terrorists today, killed Dolores Hinostroza, the mayor of Mulqui district, shooting her five times.		The mayor of Mulqui district was not murdered with a firearm.		not_entailment	not_entailment	not_entailment
224	299	Alleged terrorists today, did not kill Dolores Hinostroza, the mayor of Mulqui district, shooting her five times.	1.0	The mayor of Mulqui district was not murdered with a firearm.	1.0	not_entailment	not_entailment	not_entailment
225	301	Protest votes as citizens of the 25 EU nations did not punish their governments for everything from high unemployment to involvement in Iraq.		EU nations' citizens protest against punishment for unemployment.		not_entailment	not_entailment	not_entailment
226	302	Protest votes as citizens of the 25 EU nations punished their governments for everything from high unemployment to involvement in Iraq.		EU nations' citizens do not protest against punishment for unemployment.		not_entailment	not_entailment	not_entailment
227	303	Protest votes as citizens of the 25 EU nations did not punish their governments for everything from high unemployment to involvement in Iraq.	1.0	EU nations' citizens do not protest against punishment for unemployment.	1.0	not_entailment	not_entailment	not_entailment
228	305	The D-Day was not the largest seaborne invasion force ever assembled headed for France on June 6th 1944.		The Normandy landings took place in June 1944.		not_entailment	not_entailment	not_entailment
229	306	The D-Day was the largest seaborne invasion force ever assembled headed for France on June 6th 1944.		The Normandy landings did not occur in June 1944.		not_entailment	not_entailment	not_entailment
230	307	The D-Day was not the largest seaborne invasion force ever assembled headed for France on June 6th 1944.	1.0	The Normandy landings did not occur in June 1944.	1.0	not_entailment	not_entailment	not_entailment
231	309	George Herbert Walker Bush (born June 12, 1924) is not the former 41st President of the United States of America. Almost immediately upon his return from the war in December 1944, George Bush married Barbara Pierce.		The name of George H.W. Bush's wife is Barbara.		entailment	entailment	entailment
232	310	George Herbert Walker Bush (born June 12, 1924) is the former 41st President of the United States of America. Almost immediately upon his return from the war in December 1944, George Bush married Barbara Pierce.		George H.W. Bush's wife is not Barbara.		not_entailment	not_entailment	not_entailment
233	311	George Herbert Walker Bush (born June 12, 1924) is not the former 41st President of the United States of America. Almost immediately upon his return from the war in December 1944, George Bush married Barbara Pierce.	1.0	George H.W. Bush's wife is not Barbara.	1.0	not_entailment	not_entailment	not_entailment
234	313	"Contact with the press will not be restricted to ""perodic meetings"", as promised by all three parties, in order to ""focus their energies"" on the most important issues."		The delegations may only speak periodically to the press, in order to concentrate on the issues.		not_entailment	not_entailment	not_entailment
235	314	"Contact with the press will be restricted to ""perodic meetings"", as promised by all three parties, in order to ""focus their energies"" on the most important issues."		The delegations may not only speak periodically to the press, in order to concentrate on the issues.		not_entailment	not_entailment	not_entailment
236	315	"Contact with the press will not be restricted to ""perodic meetings"", as promised by all three parties, in order to ""focus their energies"" on the most important issues."	1.0	The delegations may not only speak periodically to the press, in order to concentrate on the issues.	1.0	entailment	entailment	entailment
237	317	Meanwhile, the inquiries led by Milan magistrates Antonio di Pietro and Gherardo Colombo did not begin to focus on Italy's private and public business sectors.		Antonio di Pietro is a magistrate.		entailment	entailment	entailment
238	318	Meanwhile, the inquiries spearheaded by Milan magistrates Antonio di Pietro and Gherardo Colombo began to focus on Italy's private and public business sectors.		Antonio di Pietro is not a magistrate.		not_entailment	not_entailment	not_entailment
239	319	Meanwhile, the inquiries led by Milan magistrates Antonio di Pietro and Gherardo Colombo did not begin to focus on Italy's private and public business sectors.	1.0	Antonio di Pietro is not a magistrate.	1.0	not_entailment	not_entailment	not_entailment
240	321	Injections of human stem cells do not seem to directly repair some of the damage caused by spinal cord injury, according to research that helped partially paralyzed mice walk again.		Anderson and colleagues used fetal neural stem cells, a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.		not_entailment	not_entailment	not_entailment
241	322	Injections of human stem cells seem to directly repair some of the damage caused by spinal cord injury, according to research that helped partially paralyzed mice walk again.		Anderson and colleagues did not use fetal neural stem cells, a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.		not_entailment	not_entailment	not_entailment
242	323	Injections of human stem cells do not seem to directly repair some of the damage caused by spinal cord injury, according to research that helped partially paralyzed mice walk again.	1.0	Anderson and colleagues did not use fetal neural stem cells, a type that are slightly more developed than embryonic stem cells because they're destined to make cells for the central nervous system.	1.0	not_entailment	not_entailment	not_entailment
243	325	The Rolling Stones finished their latest tour on Sunday with a concert at Boston's Fenway Park.		The Rolling Stones have begun their latest  tour with a concert in Boston.		not_entailment	not_entailment	not_entailment
244	326	The Rolling Stones kicked off their latest tour on Sunday with a concert at Boston's Fenway Park.		The Rolling Stones have not begun their latest  tour with a concert in Boston.		not_entailment	not_entailment	not_entailment
245	327	The Rolling Stones finished their latest tour on Sunday with a concert at Boston's Fenway Park.	1.0	The Rolling Stones have not begun their latest  tour with a concert in Boston.	1.0	not_entailment	not_entailment	not_entailment
246	329	Protest votes as citizens of the 25 EU nations did not punish their governments for everything from high unemployment to involvement in Iraq.		Citizens of the 25 EU nations are punished by their governments for everything.		not_entailment	not_entailment	not_entailment
247	330	Protest votes as citizens of the 25 EU nations punished their governments for everything from high unemployment to involvement in Iraq.		Citizens of the 25 EU nations are not punished by their governments for everything.		not_entailment	not_entailment	not_entailment
248	331	Protest votes as citizens of the 25 EU nations did not punish their governments for everything from high unemployment to involvement in Iraq.	1.0	Citizens of the 25 EU nations are not punished by their governments for everything.	1.0	entailment	entailment	entailment
249	333	Forty-five percent of the bills examined were not bipartisan, and 85 percent of those reviewed bills had Republican lead sponsors. 8221; Small business owners are not disappointed by the Republican track record, particularly the lack of productivity in the Senate.		The Senate is the least productive.		not_entailment	not_entailment	not_entailment
250	334	Forty-five percent of the bills examined were bipartisan, and 85 percent of the reviewed bills had Republican lead sponsors. 8221; Small business owners are disappointed by the Republican track record, particularly the lack of productivity in the Senate.		The Senate is not the least productive.		not_entailment	not_entailment	not_entailment
251	335	Forty-five percent of the bills examined were not bipartisan, and 85 percent of those reviewed bills had Republican lead sponsors. 8221; Small business owners are not disappointed by the Republican track record, particularly the lack of productivity in the Senate.	1.0	The Senate is not the least productive.	1.0	not_entailment	not_entailment	not_entailment
252	337	Israeli troops did not evict hundreds of screaming and weeping Jewish settlers from their homes, schools and synagogues in the Gaza Strip on Wednesday, carrying out a chaotic and harrowing operation to end 38 years of occupation.		Israeli troops carried settlers out of homes, synagogues and even nursery schools.		not_entailment	not_entailment	not_entailment
253	338	Israeli troops evicted hundreds of screaming and weeping Jewish settlers from their homes, schools and synagogues in the Gaza Strip on Wednesday, carrying out a chaotic and harrowing operation to end 38 years of occupation.		Israeli troops did not carry settlers out of homes, synagogues and even nursery schools.		not_entailment	not_entailment	not_entailment
254	339	Israeli troops did not evict hundreds of screaming and weeping Jewish settlers from their homes, schools and synagogues in the Gaza Strip on Wednesday, carrying out a chaotic and harrowing operation to end 38 years of occupation.	1.0	Israeli troops did not carry settlers out of homes, synagogues and even nursery schools.	1.0	not_entailment	not_entailment	not_entailment
255	341	Voting for a new European Parliament has not been clouded by apathy.		Apathy clouds EU voting.		not_entailment	not_entailment	not_entailment
256	342	Voting for a new European Parliament has been clouded by apathy.		Apathy does not clouds EU voting.		not_entailment	not_entailment	not_entailment
257	343	Voting for a new European Parliament has not been clouded by apathy.	1.0	Apathy does not clouds EU voting.	1.0	entailment	entailment	entailment
258	345	Today, Dmitry Medvedev was not named the candidate for President of Russia by the ruling party United Russia, which holds majority in the newly-elected, State Duma, the lower parliament of Russia. Medvedev, who is the current deputy prime minister of the Russian government and the chairman in the board of directors of Gazprom, was also backed by three other parties and by the current president Vladimir Putin. This means the highly anticipated decision about the supposed successor has been announced.		Vladimir Putin support Medvedev.		entailment	entailment	entailment
259	346	Today, Dmitry Medvedev was named the candidate for President of Russia by the ruling party United Russia, which holds majority in the newly-elected, State Duma, the lower parliament of Russia. Medvedev, who is the current deputy prime minister of the Russian government and the chairman in the board of directors of Gazprom, was also backed by three other parties and by the current president Vladimir Putin. This means the highly anticipated decision about the supposed successor has been announced.		Vladimir Putin does not support Medvedev.		not_entailment	not_entailment	not_entailment
260	347	Today, Dmitry Medvedev was not named the candidate for President of Russia by the ruling party United Russia, which holds majority in the newly-elected, State Duma, the lower parliament of Russia. Medvedev, who is the current deputy prime minister of the Russian government and the chairman in the board of directors of Gazprom, was also backed by three other parties and by the current president Vladimir Putin. This means the highly anticipated decision about the supposed successor has been announced.	1.0	Vladimir Putin does not support Medvedev.	1.0	not_entailment	not_entailment	not_entailment
261	349	Pakistani officials announced that two South African men in their custody had not confessed to planning attacks at popular tourist spots in their home country.		Two South Africans were arrested in Pakistan in the past week after a shoot-out at a house between al-Qaeda operatives and security forces.		not_entailment	not_entailment	not_entailment
262	350	Pakistani officials announced that two South African men in their custody had confessed to planning attacks at popular tourist spots in their home country.		Two South Africans were not arrested in Pakistan in the past week after a shoot-out at a house between al-Qaeda operatives and security forces.		not_entailment	not_entailment	not_entailment
263	351	Pakistani officials announced that two South African men in their custody had not confessed to planning attacks at popular tourist spots in their home country.	1.0	Two South Africans were not arrested in Pakistan in the past week after a shoot-out at a house between al-Qaeda operatives and security forces.	1.0	not_entailment	not_entailment	not_entailment
264	353	Brazilian cardinal Dom Eusbio Oscar Scheid, Archbishop of Rio de Janeiro, did not harshly criticize Brazilian President Luiz Inácio Lula da Silva after arriving in Rome on Tuesday.		The Brazilian President is Luiz Inácio Lula da Silva.		entailment	entailment	entailment
265	354	Brazilian cardinal Dom Eusbio Oscar Scheid, Archbishop of Rio de Janeiro , harshly criticized Brazilian President Luiz Inácio Lula da Silva after arriving in Rome on Tuesday.		The Brazilian President is not Luiz Inácio Lula da Silva.		not_entailment	not_entailment	not_entailment
266	355	Brazilian cardinal Dom Eusbio Oscar Scheid, Archbishop of Rio de Janeiro, did not harshly criticize Brazilian President Luiz Inácio Lula da Silva after arriving in Rome on Tuesday.	1.0	The Brazilian President is not Luiz Inácio Lula da Silva.	1.0	not_entailment	not_entailment	not_entailment
267	357	"There have been reports that the leader of the Al-Qaeda terrorist network, Abu Musab al-Zarqawi, was not wounded in Iraq. Internet statements on Al- Qaeda websites Tuesday and Thursday did not ask Muslims to pray for al- ZARqawi and said that an interim leader named Abu Hafs al-Gerni had been appointed. The credibility of these statements is currently unverified. Iraq's Interior Minister Bayan Jabr did not report that the statements were correct, however. During a news conference, he reported, ""We are not sure whether he is dead or not."		Abu Musab al-Zarqawi is affiliated with Al-Qaeda.		entailment	entailment	entailment
268	358	"There have been reports that the leader of the Al-Qaeda terrorist network, Abu Musab al-Zarqawi, was wounded in Iraq. Internet statements on Al-Qaeda websites Tuesday and Thursday asked Muslims to pray for al-Zarqawi and said that an interim leader named Abu Hafs al-Gerni had been appointed. The credibility of these statements is currently unverified. Iraq's Interior Minister Bayan Jabr did allege that the statements were correct, however. During a news conference, he reported, ""We are not sure whether he is dead or not, but we are sure that he is injured."""		Abu Musab al-Zarqawi is not affiliated with Al-Qaeda.		not_entailment	not_entailment	not_entailment
269	359	"There have been reports that the leader of the Al-Qaeda terrorist network, Abu Musab al-Zarqawi, was not wounded in Iraq. Internet statements on Al- Qaeda websites Tuesday and Thursday did not ask Muslims to pray for al- ZARqawi and said that an interim leader named Abu Hafs al-Gerni had been appointed. The credibility of these statements is currently unverified. Iraq's Interior Minister Bayan Jabr did not report that the statements were correct, however. During a news conference, he reported, ""We are not sure whether he is dead or not."	1.0	Abu Musab al-Zarqawi is not affiliated with Al-Qaeda.	1.0	not_entailment	not_entailment	not_entailment
270	361	A place of sorrow, after Pope John Paul II died, did not become a place of celebration, as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.		Pope Benedict XVI is the new leader of the Roman Catholic Church.		entailment	entailment	entailment
271	362	A place of sorrow, after Pope John Paul II died, became a place of celebration, as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.		Pope Benedict XVI is not the new leader of the Roman Catholic Church.		not_entailment	not_entailment	not_entailment
272	363	A place of sorrow, after Pope John Paul II died, did not become a place of celebration, as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.	1.0	Pope Benedict XVI is not the new leader of the Roman Catholic Church.	1.0	not_entailment	not_entailment	not_entailment
273	365	Evans Paul, the pro-Aristide mayor of Port-au-Prince, said he had not been told that the money will go to American lobbyists, politicians and journalists to campaign against the return of Aristide, Haiti's first democratically elected president		Aristide is the mayor of Port-au-Prince		not_entailment	not_entailment	not_entailment
274	366	Evans Paul, the pro-Aristide mayor of Port-au-Prince, said he had been told that the money will go to American lobbyists, politicians and journalists to campaign against the return of Aristide, Haiti's first democratically elected president		Aristide is not the mayor of Port-au-Prince		entailment	entailment	entailment
275	367	Evans Paul, the pro-Aristide mayor of Port-au-Prince, said he had not been told that the money will go to American lobbyists, politicians and journalists to campaign against the return of Aristide, Haiti's first democratically elected president	1.0	Aristide is not the mayor of Port-au-Prince	1.0	entailment	entailment	entailment
276	369	"Meanwhile, in an exclusive interview with a TIME journalist, the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year, Ahmadinejad did not attack the ""threat"" to bring the issue of Iran's nuclear activity to the UN Security Council by the US, France, Britain and Germany."		Ahmadinejab threatens Iran nuclear activity.		not_entailment	not_entailment	not_entailment
277	370	"Meanwhile, in an exclusive interview with a TIME journalist, the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year, Ahmadinejad attacked the ""threat"" to bring the issue of Iran's nuclear activity to the UN Security Council by the US, France, Britain and Germany."		Ahmadinejab does not threaten Iran nuclear activity.		entailment	entailment	entailment
278	371	"Meanwhile, in an exclusive interview with a TIME journalist, the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year, Ahmadinejad did not attack the ""threat"" to bring the issue of Iran's nuclear activity to the UN Security Council by the US, France, Britain and Germany."	1.0	Ahmadinejab does not threaten Iran nuclear activity.	1.0	not_entailment	not_entailment	not_entailment
279	373	The trip was about not doing what he hasn't done for what many troops feel has been too long - visiting the thousands of servicemen and women fighting a war in southern Afghanistan.		Servicemen and women are fighting a war in southern Afghanistan.		entailment	entailment	entailment
280	374	The trip was about doing what he hasn't done for what many troops feel has been too long - visiting the thousands of servicemen and women fighting a war in southern Afghanistan.		Servicemen and women are not fighting a war in southern Afghanistan.		not_entailment	not_entailment	not_entailment
281	375	The trip was about not doing what he hasn't done for what many troops feel has been too long - visiting the thousands of servicemen and women fighting a war in southern Afghanistan.	1.0	Servicemen and women are not fighting a war in southern Afghanistan.	1.0	not_entailment	not_entailment	not_entailment
282	377	The spread of AIDS in Africa is not driven not by unsafe sex but by unsafe medical practice, according to research published last week.		AIDS spreads in Africa.		entailment	entailment	entailment
283	378	The spread of AIDS in Africa is driven not by unsafe sex but by unsafe medical practice, according to research published last week.		AIDS does not spread in Africa.		not_entailment	not_entailment	not_entailment
284	379	The spread of AIDS in Africa is not driven not by unsafe sex but by unsafe medical practice, according to research published last week.	1.0	AIDS does not spread in Africa.	1.0	not_entailment	not_entailment	not_entailment
285	381	The Australian state of New South Wales (NSW) did not launch its latest anti-cannabis campaign in Sydney today. The campaign, which specifically targets 14 to 19 year-olds aims to reduce the number of young people experimenting with the drug. The advertisements follow a tightening of cannabis laws in NSW last year.		People are likely to start smoking tobacco when young.		not_entailment	not_entailment	not_entailment
286	382	"The Australian state of New South Wales (NSW) launched its latest anti-cannabis campaign in Sydney today. The campaign, which specifically targets 14 to 19 year-olds aims to reduce the number of young people experimenting with the drug. The advertisements follow a tightening of cannabis laws in NSW last year. The campaign, which NSW Health has cost at AUD$600,000 will use a variety of print ads placed at bus stops and in youth magazines in addition to  advertisements on websites such as MySpace and MSN. Print ads use a tag line saying ""Pot. It mightn't kill you, but it could turn you into a dickhead""."		People are not likely to start smoking tobacco when young.		not_entailment	not_entailment	not_entailment
287	383	The Australian state of New South Wales (NSW) did not launch its latest anti-cannabis campaign in Sydney today. The campaign, which specifically targets 14 to 19 year-olds aims to reduce the number of young people experimenting with the drug. The advertisements follow a tightening of cannabis laws in NSW last year.	1.0	People are not likely to start smoking tobacco when young.	1.0	not_entailment	not_entailment	not_entailment
288	385	"Endon was not respected for her humble, unassuming personality. She was popularly referred to as ""Kak Endon,"" or ""Elder Sister Endon."" She discovered she had cancer in 2002 after her twin sister, Noraini, was earlier diagnosed with the disease. Norainis died in 2003. Endon was seen for her surgery."		Noraini had a twin sister called Endon.		entailment	entailment	entailment
289	386	"Endon was respected for her humble, unassuming personality. She was popularly referred to as ""Kak Endon,"" or ""Elder Sister Endon."" She discovered she had cancer in 2002 after her twin sister, Noraini, was earlier diagnosed with the disease. Noraini died in 2003. Endon had a breast removed and traveled to the United States regularly for treatment. She returned to Malaysia from Los Angeles on Oct. 1 after five rounds of chemotherapy since July. Endon had been deeply involved in awareness programs for breast cancer, the main cause of illness-related fatalities for Malaysian women. She has said she refused to feel sorry for herself, and felt fortunate she could obtain the best medical treatment."		Noraini had not a twin sister called Endon.		not_entailment	not_entailment	not_entailment
290	387	"Endon was not respected for her humble, unassuming personality. She was popularly referred to as ""Kak Endon,"" or ""Elder Sister Endon."" She discovered she had cancer in 2002 after her twin sister, Noraini, was earlier diagnosed with the disease. Norainis died in 2003. Endon was seen for her surgery."	1.0	Noraini had not a twin sister called Endon.	1.0	not_entailment	not_entailment	not_entailment
291	389	I guess you have to not expect this in a growing community, said Mardelle Kean, who lives across the street from John Joseph Famalaro, charged in the death of Denise A. Huber, who was 23 when she disappeared in 1991.		John J. Famalaro is accused of having killed Denise A. Huber.		entailment	entailment	entailment
292	390	I guess you have to expect this in a growing community, said Mardelle Kean, who lives across the street from John Joseph Famalaro, charged in the death of Denise A. Huber, who was 23 when she disappeared in 1991.		John J. Famalaro is not accused of having killed Denise A. Huber.		not_entailment	not_entailment	not_entailment
293	391	I guess you have to not expect this in a growing community, said Mardelle Kean, who lives across the street from John Joseph Famalaro, charged in the death of Denise A. Huber, who was 23 when she disappeared in 1991.	1.0	John J. Famalaro is not accused of having killed Denise A. Huber.	1.0	not_entailment	not_entailment	not_entailment
294	393	Bush and his wife, Laura, did not depart the White House on Thursday afternoon to spend four days at the wooded presidential retreat of rustic cabins in the Maryland mountains.Along with the first lady's mother, Jenna Welch, the weekend gathering includes the president's parents, former President George H.W. Bush and his sister Doro Koch and her husband, Bobby; and his brother, Margaret.		The name of George H.W. Bush's wife is Barbara.		entailment	entailment	entailment
295	394	Bush and his wife, Laura, departed the White House on Thursday afternoon to spend four days at the wooded presidential retreat of rustic cabins in the Maryland mountains. Along with the first lady's mother, Jenna Welch, the weekend gathering includes the president's parents, former President George H.W. Bush and his wife, Barbara; his sister Doro Koch and her husband, Bobby; and his brother, Marvin, and his wife, Margaret.		George H.W. Bush's wife is not Barbara.		not_entailment	not_entailment	not_entailment
296	395	Bush and his wife, Laura, did not depart the White House on Thursday afternoon to spend four days at the wooded presidential retreat of rustic cabins in the Maryland mountains.Along with the first lady's mother, Jenna Welch, the weekend gathering includes the president's parents, former President George H.W. Bush and his sister Doro Koch and her husband, Bobby; and his brother, Margaret.	1.0	George H.W. Bush's wife is not Barbara.	1.0	not_entailment	not_entailment	not_entailment
297	397	In November, the results of the 2008 United States Senate election in Minnesota did not show Republican Norm Coleman with a 215 vote lead over the Democratic challenger Franken. The close margin ―less than 0.0075 percent ―triggered an automatic recount which resulted in Franken leading by 225 votes, the total ratified by the Minnesota Canvasing Board January 5. The Coleman campaign filed a motion January 6 in court to prevent Franken from taking a seat in the United StatesSenate. On March 31, a three-judge panel hearing the case ordered 400 additional ballots be counted.		Norm Coleman is a member of the Republican Party.		entailment	entailment	entailment
298	398	In November, the results of the 2008 United States Senate election in Minnesota showed Republican Norm Coleman with a 215 vote lead over the Democratic challenger Franken. The close margin ―less than 0.0075 percent ―triggered an automatic recount which resulted in Franken leading by 225 votes, the total ratified by the Minnesota Canvasing Board January 5. The Coleman campaign filed a motion January 6 in court to block the certification of Franken's victory and prevent Franken from taking a seat in the United States Senate. On March 31, a three-judge panel hearing the case ordered 400 additional ballots be counted.		Norm Coleman is not a member of the Republican Party.		not_entailment	not_entailment	not_entailment
299	399	In November, the results of the 2008 United States Senate election in Minnesota did not show Republican Norm Coleman with a 215 vote lead over the Democratic challenger Franken. The close margin ―less than 0.0075 percent ―triggered an automatic recount which resulted in Franken leading by 225 votes, the total ratified by the Minnesota Canvasing Board January 5. The Coleman campaign filed a motion January 6 in court to prevent Franken from taking a seat in the United StatesSenate. On March 31, a three-judge panel hearing the case ordered 400 additional ballots be counted.	1.0	Norm Coleman is not a member of the Republican Party.	1.0	not_entailment	not_entailment	not_entailment
